Cód.	Município	Sigla	PIB(Milhares de Reais)
2204550	Guaribas	PI	33488
2204600	Hugo Napoleão	PI	29636
2204659	Ilha Grande	PI	72755
2204709	Inhuma	PI	137043
2204808	Ipiranga do Piauí	PI	72083
2204907	Isaías Coelho	PI	62741
2205003	Itainópolis	PI	88743
2205102	Itaueira	PI	110176
2205151	Jacobina do Piauí	PI	48607
2205201	Jaicós	PI	171845
2205250	Jardim do Mulato	PI	29926
2205276	Jatobá do Piauí	PI	42490
2205300	Jerumenha	PI	43566
2205359	João Costa	PI	27245
2205409	Joaquim Pires	PI	96669
2205458	Joca Marques	PI	38675
2205508	José de Freitas	PI	350170
2205516	Juazeiro do Piauí	PI	47895
2205524	Júlio Borges	PI	43182
2205532	Jurema	PI	40467
2205540	Lagoinha do Piauí	PI	22299
2205557	Lagoa Alegre	PI	62623
2205565	Lagoa do Barro do Piauí	PI	176847
2205573	Lagoa de São Francisco	PI	45124
2205581	Lagoa do Piauí	PI	50005
2205599	Lagoa do Sítio	PI	42396
2205607	Landri Sales	PI	77731
2205706	Luís Correia	PI	305912
2205805	Luzilândia	PI	206548
2205854	Madeiro	PI	53521
2205904	Manoel Emídio	PI	42089
2205953	Marcolândia	PI	69608
2206001	Marcos Parente	PI	41801
2206050	Massapê do Piauí	PI	42105
2206100	Matias Olímpio	PI	77170
2206209	Miguel Alves	PI	238849
2206308	Miguel Leão	PI	16536
2206357	Milton Brandão	PI	46940
2206407	Monsenhor Gil	PI	94011
2206506	Monsenhor Hipólito	PI	62948
2206605	Monte Alegre do Piauí	PI	196144
2206654	Morro Cabeça no Tempo	PI	31608
2206670	Morro do Chapéu do Piauí	PI	47196
2206696	Murici dos Portelas	PI	67295
2206704	Nazaré do Piauí	PI	54053
2206720	Nazária	PI	87114
2206753	Nossa Senhora de Nazaré	PI	38050
2206803	Nossa Senhora dos Remédios	PI	68954
2206902	Novo Oriente do Piauí	PI	45821
2206951	Novo Santo Antônio	PI	24021
2207009	Oeiras	PI	441017
2207108	Olho D'Água do Piauí	PI	20842
2207207	Padre Marcos	PI	59726
2207306	Paes Landim	PI	38345
2207355	Pajeú do Piauí	PI	35369
2207405	Palmeira do Piauí	PI	70831
2207504	Palmeirais	PI	105962
2207553	Paquetá	PI	34540
2207603	Parnaguá	PI	90083
2207702	Parnaíba	PI	2322827
2207751	Passagem Franca do Piauí	PI	35435
2207777	Patos do Piauí	PI	48585
2207793	Pau D'Arco do Piauí	PI	27192
2207801	Paulistana	PI	205991
2207850	Pavussu	PI	29983
2207900	Pedro II	PI	321124
2207934	Pedro Laurentino	PI	24602
2207959	Nova Santa Rita	PI	36386
2208007	Picos	PI	1516822
2208106	Pimenteiras	PI	85841
2208205	Pio IX	PI	173996
2208304	Piracuruca	PI	281114
2208403	Piripiri	PI	718877
2208502	Porto	PI	90772
2208551	Porto Alegre do Piauí	PI	22740
2208601	Prata do Piauí	PI	24619
2208650	Queimada Nova	PI	75026
2208700	Redenção do Gurguéia	PI	73763
2208809	Regeneração	PI	185292
2208858	Riacho Frio	PI	37431
2208874	Ribeira do Piauí	PI	229983
2208908	Ribeiro Gonçalves	PI	399082
2209005	Rio Grande do Piauí	PI	50419
2209104	Santa Cruz do Piauí	PI	53106
2209153	Santa Cruz dos Milagres	PI	34845
2209203	Santa Filomena	PI	322460
2209302	Santa Luz	PI	47510
2209351	Santana do Piauí	PI	35553
2209377	Santa Rosa do Piauí	PI	36933
2209401	Santo Antônio de Lisboa	PI	61279
2209450	Santo Antônio dos Milagres	PI	14126
2209500	Santo Inácio do Piauí	PI	31539
2209559	São Braz do Piauí	PI	32220
2209609	São Félix do Piauí	PI	27495
2209658	São Francisco de Assis do Piauí	PI	42227
2209708	São Francisco do Piauí	PI	50839
2209757	São Gonçalo do Gurguéia	PI	32270
2209807	São Gonçalo do Piauí	PI	42130
2209856	São João da Canabrava	PI	36045
2209872	São João da Fronteira	PI	47045
2209906	São João da Serra	PI	50047
2209955	São João da Varjota	PI	30369
2209971	São João do Arraial	PI	51820
2210003	São João do Piauí	PI	228973
2210052	São José do Divino	PI	49103
2210102	São José do Peixe	PI	33916
2210201	São José do Piauí	PI	57381
2210300	São Julião	PI	47878
2210359	São Lourenço do Piauí	PI	32740
2210375	São Luis do Piauí	PI	19123
2210383	São Miguel da Baixa Grande	PI	21952
2210391	São Miguel do Fidalgo	PI	22823
2210409	São Miguel do Tapuio	PI	133164
2210508	São Pedro do Piauí	PI	104480
2210607	São Raimundo Nonato	PI	448746
2210623	Sebastião Barros	PI	38284
2210631	Sebastião Leal	PI	148951
2210656	Sigefredo Pacheco	PI	65281
2210706	Simões	PI	259486
2210805	Simplício Mendes	PI	142342
2210904	Socorro do Piauí	PI	31871
2210938	Sussuapara	PI	55339
2210953	Tamboril do Piauí	PI	24343
2210979	Tanque do Piauí	PI	26884
2211001	Teresina	PI	20961472
2211100	União	PI	365879
2211209	Uruçuí	PI	1703353
2211308	Valença do Piauí	PI	239353
2211357	Várzea Branca	PI	37444
2211407	Várzea Grande	PI	32649
2211506	Vera Mendes	PI	25815
2211605	Vila Nova do Piauí	PI	29804
2211704	Wall Ferraz	PI	34037
2300101	Abaiara	CE	85846
2300150	Acarape	CE	124356
2300200	Acaraú	CE	558812
2300309	Acopiara	CE	379578
2300408	Aiuaba	CE	111163
2300507	Alcântaras	CE	75015
2300606	Altaneira	CE	49689
2300705	Alto Santo	CE	152308
2300754	Amontada	CE	435221
2300804	Antonina do Norte	CE	53423
2300903	Apuiarés	CE	100811
2301000	Aquiraz	CE	1959663
2301109	Aracati	CE	1126870
2301208	Aracoiaba	CE	197161
2301257	Ararendá	CE	78076
2301307	Araripe	CE	144917
2301406	Aratuba	CE	129854
2301505	Arneiroz	CE	54124
2301604	Assaré	CE	162680
2301703	Aurora	CE	185521
2301802	Baixio	CE	57334
2301851	Banabuiú	CE	161090
2301901	Barbalha	CE	861470
2301950	Barreira	CE	155616
2302008	Barro	CE	173383
2302057	Barroquinha	CE	99865
2302107	Baturité	CE	324258
2302206	Beberibe	CE	734254
2302305	Bela Cruz	CE	238667
2302404	Boa Viagem	CE	382776
2302503	Brejo Santo	CE	503299
2302602	Camocim	CE	570991
2302701	Campos Sales	CE	189036
2302800	Canindé	CE	632734
2302909	Capistrano	CE	174853
2303006	Caridade	CE	126292
2303105	Cariré	CE	151595
2303204	Caririaçu	CE	202562
2303303	Cariús	CE	137713
2303402	Carnaubal	CE	117306
2303501	Cascavel	CE	737678
2303600	Catarina	CE	119198
2303659	Catunda	CE	80606
2303709	Caucaia	CE	5075424
2303808	Cedro	CE	180035
2303907	Chaval	CE	80920
2303931	Choró	CE	79702
2303956	Chorozinho	CE	352808
2304004	Coreaú	CE	144986
2304103	Crateús	CE	682761
2304202	Crato	CE	1348194
2304236	Croatá	CE	138490
2304251	Cruz	CE	215876
2304269	Deputado Irapuan Pinheiro	CE	61476
2304277	Ererê	CE	50360
2304285	Eusébio	CE	2476375
2304301	Farias Brito	CE	154741
2304350	Forquilha	CE	186069
2304400	Fortaleza	CE	67024088
2304459	Fortim	CE	160401
2304509	Frecheirinha	CE	253064
2304608	General Sampaio	CE	57991
2304657	Graça	CE	102043
2304707	Granja	CE	366268
2304806	Granjeiro	CE	42472
2304905	Groaíras	CE	77811
2304954	Guaiúba	CE	203414
2305001	Guaraciaba do Norte	CE	475701
2305100	Guaramiranga	CE	57834
2305209	Hidrolândia	CE	143211
2305233	Horizonte	CE	1704636
2305266	Ibaretama	CE	94426
2305308	Ibiapina	CE	281871
2305332	Ibicuitinga	CE	88293
2305357	Icapuí	CE	337872
2305407	Icó	CE	552394
2305506	Iguatu	CE	1613278
2305605	Independência	CE	234225
2305654	Ipaporanga	CE	75061
2305704	Ipaumirim	CE	113476
2305803	Ipu	CE	391161
2305902	Ipueiras	CE	245673
2306009	Iracema	CE	138812
2306108	Irauçuba	CE	159989
2306207	Itaiçaba	CE	64206
2306256	Itaitinga	CE	703610
2306306	Itapajé	CE	557102
2306405	Itapipoca	CE	1648264
2306504	Itapiúna	CE	131339
2306553	Itarema	CE	737895
2306603	Itatira	CE	122391
2306702	Jaguaretama	CE	154739
2306801	Jaguaribara	CE	128850
2306900	Jaguaribe	CE	582187
2307007	Jaguaruana	CE	396840
2307106	Jardim	CE	205432
2307205	Jati	CE	96279
2307254	Jijoca de Jericoacoara	CE	347488
2307304	Juazeiro do Norte	CE	4820056
2307403	Jucás	CE	223555
2307502	Lavras da Mangabeira	CE	257074
2307601	Limoeiro do Norte	CE	946141
2307635	Madalena	CE	128108
2307650	Maracanaú	CE	10456282
2307700	Maranguape	CE	1498306
2307809	Marco	CE	322684
2307908	Martinópole	CE	75696
2308005	Massapê	CE	274485
2308104	Mauriti	CE	404084
2308203	Meruoca	CE	100428
2308302	Milagres	CE	226465
2308351	Milhã	CE	128104
2308377	Miraíma	CE	85475
2308401	Missão Velha	CE	484487
2308500	Mombaça	CE	324686
2308609	Monsenhor Tabosa	CE	127665
2308708	Morada Nova	CE	957760
2308807	Moraújo	CE	62053
2308906	Morrinhos	CE	138555
2309003	Mucambo	CE	96862
2309102	Mulungu	CE	117058
2309201	Nova Olinda	CE	128999
2309300	Nova Russas	CE	267962
2309409	Novo Oriente	CE	200432
2309458	Ocara	CE	176813
2309508	Orós	CE	171787
2309607	Pacajus	CE	1142383
2309706	Pacatuba	CE	1165493
2309805	Pacoti	CE	106768
2309904	Pacujá	CE	47216
2310001	Palhano	CE	77080
2310100	Palmácia	CE	92730
2310209	Paracuru	CE	488166
2310258	Paraipaba	CE	390494
2310308	Parambu	CE	210674
2310407	Paramoti	CE	93287
2310506	Pedra Branca	CE	290182
2310605	Penaforte	CE	211774
2310704	Pentecoste	CE	407785
2310803	Pereiro	CE	308230
2310852	Pindoretama	CE	243740
2310902	Piquet Carneiro	CE	122205
2310951	Pires Ferreira	CE	58083
2311009	Poranga	CE	75282
2311108	Porteiras	CE	148091
2311207	Potengi	CE	87399
2311231	Potiretama	CE	56349
2311264	Quiterianópolis	CE	145185
2311306	Quixadá	CE	1039104
2311355	Quixelô	CE	118465
2311405	Quixeramobim	CE	1061279
2311504	Quixeré	CE	421559
2311603	Redenção	CE	453820
2311702	Reriutaba	CE	186795
2311801	Russas	CE	1099783
2311900	Saboeiro	CE	127023
2311959	Salitre	CE	108507
2312007	Santana do Acaraú	CE	216023
2312106	Santana do Cariri	CE	121975
2312205	Santa Quitéria	CE	441131
2312304	São Benedito	CE	506864
2312403	São Gonçalo do Amarante	CE	4225065
2312502	São João do Jaguaribe	CE	89694
2312601	São Luís do Curu	CE	104059
2312700	Senador Pompeu	CE	305135
2312809	Senador Sá	CE	52817
2312908	Sobral	CE	4774447
2313005	Solonópole	CE	192312
2313104	Tabuleiro do Norte	CE	315424
2313203	Tamboril	CE	204503
2313252	Tarrafas	CE	60598
2313302	Tauá	CE	600022
2313351	Tejuçuoca	CE	105543
2313401	Tianguá	CE	1312235
2313500	Trairi	CE	824996
2313559	Tururu	CE	104730
2313609	Ubajara	CE	577313
2313708	Umari	CE	53045
2313757	Umirim	CE	153615
2313807	Uruburetama	CE	355383
2313906	Uruoca	CE	169139
2313955	Varjota	CE	261646
2314003	Várzea Alegre	CE	356440
2314102	Viçosa do Ceará	CE	434715
2400109	Acari	RN	115847
2400208	Açu	RN	1095810
2400307	Afonso Bezerra	RN	94908
2400406	Água Nova	RN	26123
2400505	Alexandria	RN	130589
2400604	Almino Afonso	RN	37019
2400703	Alto do Rodrigues	RN	482565
2400802	Angicos	RN	137085
2400901	Antônio Martins	RN	54804
2401008	Apodi	RN	491942
2401107	Areia Branca	RN	675718
2401206	Arês	RN	447728
2401305	Augusto Severo	RN	84199
2401404	Baía Formosa	RN	149063
2401453	Baraúna	RN	546284
2401503	Barcelona	RN	36808
2401602	Bento Fernandes	RN	47418
2401651	Bodó	RN	321315
2401701	Bom Jesus	RN	82725
2401800	Brejinho	RN	151670
2401859	Caiçara do Norte	RN	73589
2401909	Caiçara do Rio do Vento	RN	34732
2402006	Caicó	RN	1184463
2402105	Campo Redondo	RN	81971
2402204	Canguaretama	RN	524410
2402303	Caraúbas	RN	355928
2402402	Carnaúba dos Dantas	RN	82745
2402501	Carnaubais	RN	163713
2402600	Ceará-Mirim	RN	849205
2402709	Cerro Corá	RN	154129
2402808	Coronel Ezequiel	RN	44472
2402907	Coronel João Pessoa	RN	43904
2403004	Cruzeta	RN	97159
2403103	Currais Novos	RN	695678
2403202	Doutor Severiano	RN	57274
2403251	Parnamirim	RN	5197196
2403301	Encanto	RN	43630
2403400	Equador	RN	63871
2403509	Espírito Santo	RN	74985
2403608	Extremoz	RN	406664
2403707	Felipe Guerra	RN	98732
2403756	Fernando Pedroza	RN	30599
2403806	Florânia	RN	88046
2403905	Francisco Dantas	RN	25199
2404002	Frutuoso Gomes	RN	36405
2404101	Galinhos	RN	70962
2404200	Goianinha	RN	378665
2404309	Governador Dix-Sept Rosado	RN	262925
2404408	Grossos	RN	153846
2404507	Guamaré	RN	1391830
2404606	Ielmo Marinho	RN	105492
2404705	Ipanguaçu	RN	135413
2404804	Ipueira	RN	25715
2404853	Itajá	RN	82039
2404903	Itaú	RN	53877
2405009	Jaçanã	RN	62040
2405108	Jandaíra	RN	69207
2405207	Janduís	RN	65877
2405306	Januário Cicco	RN	67186
2405405	Japi	RN	38792
2405504	Jardim de Angicos	RN	27389
2405603	Jardim de Piranhas	RN	134139
2405702	Jardim do Seridó	RN	159575
2405801	João Câmara	RN	1026019
2405900	João Dias	RN	21624
2406007	José da Penha	RN	52205
2406106	Jucurutu	RN	223688
2406155	Jundiá	RN	33351
2406205	Lagoa d'Anta	RN	55027
2406304	Lagoa de Pedras	RN	60640
2406403	Lagoa de Velhos	RN	32157
2406502	Lagoa Nova	RN	308029
2406601	Lagoa Salgada	RN	70465
2406700	Lajes	RN	120115
2406809	Lajes Pintadas	RN	41989
2406908	Lucrécia	RN	51309
2407005	Luís Gomes	RN	71510
2407104	Macaíba	RN	1516820
2407203	Macau	RN	759120
2407252	Major Sales	RN	36420
2407302	Marcelino Vieira	RN	64840
2407401	Martins	RN	78391
2407500	Maxaranguape	RN	119103
2407609	Messias Targino	RN	80157
2407708	Montanhas	RN	92114
2407807	Monte Alegre	RN	211511
2407906	Monte das Gameleiras	RN	24536
2408003	Mossoró	RN	6524083
2408102	Natal	RN	23803673
2408201	Nísia Floresta	RN	410721
2408300	Nova Cruz	RN	476356
2408409	Olho d'Água do Borges	RN	36668
2408508	Ouro Branco	RN	48536
2408607	Paraná	RN	33245
2408706	Paraú	RN	39214
2408805	Parazinho	RN	443110
2408904	Parelhas	RN	329729
2408953	Rio do Fogo	RN	166622
2409100	Passa e Fica	RN	107190
2409209	Passagem	RN	32029
2409308	Patu	RN	135923
2409332	Santa Maria	RN	67720
2409407	Pau dos Ferros	RN	513598
2409506	Pedra Grande	RN	213891
2409605	Pedra Preta	RN	28195
2409704	Pedro Avelino	RN	55614
2409803	Pedro Velho	RN	123555
2409902	Pendências	RN	480471
2410009	Pilões	RN	35708
2410108	Poço Branco	RN	108446
2410207	Portalegre	RN	60553
2410256	Porto do Mangue	RN	155326
2410306	Serra Caiada	RN	78569
2410405	Pureza	RN	119027
2410504	Rafael Fernandes	RN	42320
2410603	Rafael Godeiro	RN	31269
2410702	Riacho da Cruz	RN	30945
2410801	Riacho de Santana	RN	34912
2410900	Riachuelo	RN	67471
2411007	Rodolfo Fernandes	RN	40969
2411056	Tibau	RN	95664
2411106	Ruy Barbosa	RN	31749
2411205	Santa Cruz	RN	570225
2411403	Santana do Matos	RN	121077
2411429	Santana do Seridó	RN	40043
2411502	Santo Antônio	RN	224414
2411601	São Bento do Norte	RN	199777
2411700	São Bento do Trairí	RN	37491
2411809	São Fernando	RN	48846
2411908	São Francisco do Oeste	RN	41726
2412005	São Gonçalo do Amarante	RN	1482829
2412104	São João do Sabugi	RN	59397
2412203	São José de Mipibu	RN	773095
2412302	São José do Campestre	RN	92758
2412401	São José do Seridó	RN	106705
2412500	São Miguel	RN	224989
2412559	São Miguel do Gostoso	RN	420154
2412609	São Paulo do Potengi	RN	167066
2412708	São Pedro	RN	59164
2412807	São Rafael	RN	74532
2412906	São Tomé	RN	99933
2413003	São Vicente	RN	68459
2413102	Senador Elói de Souza	RN	44758
2413201	Senador Georgino Avelino	RN	126497
2413300	Serra de São Bento	RN	44729
2413359	Serra do Mel	RN	329054
2413409	Serra Negra do Norte	RN	77180
2413508	Serrinha	RN	57296
2413557	Serrinha dos Pintos	RN	40132
2413607	Severiano Melo	RN	41066
2413706	Sítio Novo	RN	41263
2413805	Taboleiro Grande	RN	25575
2413904	Taipu	RN	112217
2414001	Tangará	RN	138339
2414100	Tenente Ananias	RN	85853
2414159	Tenente Laurentino Cruz	RN	112122
2414209	Tibau do Sul	RN	336560
2414308	Timbaúba dos Batistas	RN	31214
2414407	Touros	RN	662054
2414456	Triunfo Potiguar	RN	41769
2414506	Umarizal	RN	128302
2414605	Upanema	RN	179737
2414704	Várzea	RN	44660
2414753	Venha-Ver	RN	35044
2414803	Vera Cruz	RN	108251
2414902	Viçosa	RN	17283
2415008	Vila Flor	RN	38430
2500106	Água Branca	PB	80302
2500205	Aguiar	PB	46376
2500304	Alagoa Grande	PB	258816
2500403	Alagoa Nova	PB	288307
2500502	Alagoinha	PB	110292
2500536	Alcantil	PB	42395
2500577	Algodão de Jandaíra	PB	25740
2500601	Alhandra	PB	1225476
2500700	São João do Rio do Peixe	PB	187034
2500734	Amparo	PB	25605
2500775	Aparecida	PB	78475
2500809	Araçagi	PB	156070
2500908	Arara	PB	101682
2501005	Araruna	PB	166198
2501104	Areia	PB	235521
2501153	Areia de Baraúnas	PB	19979
2501203	Areial	PB	52262
2501302	Aroeiras	PB	153913
2501351	Assunção	PB	37530
2501401	Baía da Traição	PB	86183
2501500	Bananeiras	PB	239239
2501534	Baraúna	PB	42217
2501575	Barra de Santana	PB	73623
2501609	Barra de Santa Rosa	PB	127554
2501708	Barra de São Miguel	PB	59116
2501807	Bayeux	PB	1344220
2501906	Belém	PB	182254
2502003	Belém do Brejo do Cruz	PB	65110
2502052	Bernardino Batista	PB	33372
2502102	Boa Ventura	PB	43589
2502151	Boa Vista	PB	156271
2502201	Bom Jesus	PB	27385
2502300	Bom Sucesso	PB	41791
2502409	Bonito de Santa Fé	PB	91778
2502508	Boqueirão	PB	207237
2502607	Igaracy	PB	53864
2502706	Borborema	PB	59497
2502805	Brejo do Cruz	PB	126043
2502904	Brejo dos Santos	PB	54101
2503001	Caaporã	PB	330358
2503100	Cabaceiras	PB	56957
2503209	Cabedelo	PB	2740817
2503308	Cachoeira dos Índios	PB	113325
2503407	Cacimba de Areia	PB	34052
2503506	Cacimba de Dentro	PB	128879
2503555	Cacimbas	PB	54465
2503605	Caiçara	PB	57754
2503704	Cajazeiras	PB	1073292
2503753	Cajazeirinhas	PB	32725
2503803	Caldas Brandão	PB	67195
2503902	Camalaú	PB	63286
2504009	Campina Grande	PB	9202289
2504033	Capim	PB	60329
2504074	Caraúbas	PB	36430
2504108	Carrapateira	PB	25800
2504157	Casserengue	PB	60855
2504207	Catingueira	PB	43428
2504306	Catolé do Rocha	PB	398550
2504355	Caturité	PB	55228
2504405	Conceição	PB	171909
2504504	Condado	PB	60345
2504603	Conde	PB	704107
2504702	Congo	PB	51967
2504801	Coremas	PB	151123
2504850	Coxixola	PB	20284
2504900	Cruz do Espírito Santo	PB	133384
2505006	Cubati	PB	62848
2505105	Cuité	PB	206265
2505204	Cuitegi	PB	57109
2505238	Cuité de Mamanguape	PB	63421
2505279	Curral de Cima	PB	48525
2505303	Curral Velho	PB	22168
2505352	Damião	PB	42266
2505402	Desterro	PB	61046
2505501	Vista Serrana	PB	34045
2505600	Diamante	PB	53288
2505709	Dona Inês	PB	80754
2505808	Duas Estradas	PB	39580
2505907	Emas	PB	33737
2506004	Esperança	PB	407092
2506103	Fagundes	PB	93065
2506202	Frei Martinho	PB	28720
2506251	Gado Bravo	PB	64762
2506301	Guarabira	PB	970276
2506400	Gurinhém	PB	133572
2506509	Gurjão	PB	31634
2506608	Ibiara	PB	48887
2506707	Imaculada	PB	76819
2506806	Ingá	PB	166955
2506905	Itabaiana	PB	289848
2507002	Itaporanga	PB	282114
2507101	Itapororoca	PB	173818
2507200	Itatuba	PB	111537
2507309	Jacaraú	PB	126582
2507408	Jericó	PB	64858
2507507	João Pessoa	PB	20036726
2507606	Juarez Távora	PB	63017
2507705	Juazeirinho	PB	175414
2507804	Junco do Seridó	PB	70426
2507903	Juripiranga	PB	98368
2508000	Juru	PB	73809
2508109	Lagoa	PB	38044
2508208	Lagoa de Dentro	PB	73109
2508307	Lagoa Seca	PB	274186
2508406	Lastro	PB	26315
2508505	Livramento	PB	57138
2508554	Logradouro	PB	40346
2508604	Lucena	PB	193951
2508703	Mãe d'Água	PB	32628
2508802	Malta	PB	54625
2508901	Mamanguape	PB	642501
2509008	Manaíra	PB	76193
2509057	Marcação	PB	76723
2509107	Mari	PB	202377
2509156	Marizópolis	PB	62850
2509206	Massaranduba	PB	108132
2509305	Mataraca	PB	228806
2509339	Matinhas	PB	46903
2509370	Mato Grosso	PB	25991
2509396	Maturéia	PB	51585
2509404	Mogeiro	PB	128646
2509503	Montadas	PB	46929
2509602	Monte Horebe	PB	36570
2509701	Monteiro	PB	527478
2509800	Mulungu	PB	76618
2509909	Natuba	PB	82009
2510006	Nazarezinho	PB	58316
2510105	Nova Floresta	PB	85469
2510204	Nova Olinda	PB	48938
2510303	Nova Palmeira	PB	41930
2510402	Olho d'Água	PB	54481
2510501	Olivedos	PB	36845
2510600	Ouro Velho	PB	30895
2510659	Parari	PB	18885
2510709	Passagem	PB	23512
2510808	Patos	PB	1734012
2510907	Paulista	PB	133604
2511004	Pedra Branca	PB	31035
2511103	Pedra Lavrada	PB	71675
2511202	Pedras de Fogo	PB	418473
2511301	Piancó	PB	179253
2511400	Picuí	PB	183348
2511509	Pilar	PB	97467
2511608	Pilões	PB	76471
2511707	Pilõezinhos	PB	47313
2511806	Pirpirituba	PB	87962
2511905	Pitimbu	PB	256245
2512002	Pocinhos	PB	232009
2512036	Poço Dantas	PB	34469
2512077	Poço de José de Moura	PB	41876
2512101	Pombal	PB	395727
2512200	Prata	PB	52948
2512309	Princesa Isabel	PB	227973
2512408	Puxinanã	PB	103660
2512507	Queimadas	PB	484736
2512606	Quixaba	PB	22671
2512705	Remígio	PB	167879
2512721	Pedro Régis	PB	48287
2512747	Riachão	PB	31944
2512754	Riachão do Bacamarte	PB	42450
2512762	Riachão do Poço	PB	45268
2512788	Riacho de Santo Antônio	PB	24955
2512804	Riacho dos Cavalos	PB	73373
2512903	Rio Tinto	PB	244817
2513000	Salgadinho	PB	26953
2513109	Salgado de São Félix	PB	125763
2513158	Santa Cecília	PB	53412
2513208	Santa Cruz	PB	54751
2513307	Santa Helena	PB	51989
2513356	Santa Inês	PB	29647
2513406	Santa Luzia	PB	233121
2513505	Santana de Mangueira	PB	42361
2513604	Santana dos Garrotes	PB	55804
2513653	Joca Claudino	PB	27410
2513703	Santa Rita	PB	2389674
2513802	Santa Teresinha	PB	44086
2513851	Santo André	PB	25625
2513901	São Bento	PB	437512
2513927	São Bentinho	PB	46429
2513943	São Domingos do Cariri	PB	23956
2513968	São Domingos	PB	28972
2513984	São Francisco	PB	34224
2514008	São João do Cariri	PB	44753
2514107	São João do Tigre	PB	35052
2514206	São José da Lagoa Tapada	PB	59090
2514305	São José de Caiana	PB	47335
2514404	São José de Espinharas	PB	47347
2514453	São José dos Ramos	PB	47540
2514503	São José de Piranhas	PB	191956
2514552	São José de Princesa	PB	29477
2514602	São José do Bonfim	PB	28851
2514651	São José do Brejo do Cruz	PB	23734
2514701	São José do Sabugi	PB	115455
2514800	São José dos Cordeiros	PB	31001
2514909	São Mamede	PB	70750
2515005	São Miguel de Taipu	PB	65196
2515104	São Sebastião de Lagoa de Roça	PB	94823
2515203	São Sebastião do Umbuzeiro	PB	32623
2515302	Sapé	PB	556833
2515401	São Vicente do Seridó	PB	72893
2515500	Serra Branca	PB	125847
2515609	Serra da Raiz	PB	32369
2515708	Serra Grande	PB	27973
2515807	Serra Redonda	PB	60269
2515906	Serraria	PB	57485
2515930	Sertãozinho	PB	47630
2515971	Sobrado	PB	88726
2516003	Solânea	PB	286014
2516102	Soledade	PB	167200
2516151	Sossêgo	PB	32793
2516201	Sousa	PB	1121492
2516300	Sumé	PB	175201
2516409	Tacima	PB	77152
2516508	Taperoá	PB	122874
2516607	Tavares	PB	115588
2516706	Teixeira	PB	138275
2516755	Tenório	PB	28325
2516805	Triunfo	PB	73743
2516904	Uiraúna	PB	166901
2517001	Umbuzeiro	PB	74467
2517100	Várzea	PB	30263
2517209	Vieirópolis	PB	42031
2517407	Zabelê	PB	23862
2600054	Abreu e Lima	PE	1725530
2600104	Afogados da Ingazeira	PE	436177
2600203	Afrânio	PE	165585
2600302	Agrestina	PE	254434
2600401	Água Preta	PE	246012
2600500	Águas Belas	PE	351616
2600609	Alagoinha	PE	132910
2600708	Aliança	PE	314972
2600807	Altinho	PE	171958
2600906	Amaraji	PE	223577
2601003	Angelim	PE	118494
2601052	Araçoiaba	PE	139704
2601102	Araripina	PE	1032602
2601201	Arcoverde	PE	1007778
2601300	Barra de Guabiraba	PE	129193
2601409	Barreiros	PE	425226
2601508	Belém de Maria	PE	80071
2601607	Belém do São Francisco	PE	304256
2601706	Belo Jardim	PE	1883329
2601805	Betânia	PE	87859
2601904	Bezerros	PE	722013
2602001	Bodocó	PE	276756
2602100	Bom Conselho	PE	503785
2602209	Bom Jardim	PE	327252
2602308	Bonito	PE	390555
2602407	Brejão	PE	144883
2602506	Brejinho	PE	55556
2602605	Brejo da Madre de Deus	PE	375217
2602704	Buenos Aires	PE	103451
2602803	Buíque	PE	406917
2602902	Cabo de Santo Agostinho	PE	9758237
2603009	Cabrobó	PE	384145
2603108	Cachoeirinha	PE	218008
2603207	Caetés	PE	486379
2603306	Calçado	PE	93548
2603405	Calumbi	PE	50248
2603454	Camaragibe	PE	1850648
2603504	Camocim de São Félix	PE	153618
2603603	Camutanga	PE	129830
2603702	Canhotinho	PE	189273
2603801	Capoeiras	PE	212792
2603900	Carnaíba	PE	154575
2603926	Carnaubeira da Penha	PE	78625
2604007	Carpina	PE	1447601
2604106	Caruaru	PE	7147526
2604155	Casinhas	PE	94875
2604205	Catende	PE	285787
2604304	Cedro	PE	88576
2604403	Chã de Alegria	PE	149525
2604502	Chã Grande	PE	199848
2604601	Condado	PE	222068
2604700	Correntes	PE	149793
2604809	Cortês	PE	119517
2604908	Cumaru	PE	96887
2605004	Cupira	PE	263969
2605103	Custódia	PE	497295
2605152	Dormentes	PE	217305
2605202	Escada	PE	956664
2605301	Exu	PE	268382
2605400	Feira Nova	PE	191064
2605459	Fernando de Noronha	PE	161353
2605509	Ferreiros	PE	112515
2605608	Flores	PE	170093
2605707	Floresta	PE	418863
2605806	Frei Miguelinho	PE	115760
2605905	Gameleira	PE	222081
2606002	Garanhuns	PE	2441309
2606101	Glória do Goitá	PE	456748
2606200	Goiana	PE	9226545
2606309	Granito	PE	68683
2606408	Gravatá	PE	1124665
2606507	Iati	PE	161993
2606606	Ibimirim	PE	259475
2606705	Ibirajuba	PE	60766
2606804	Igarassu	PE	2531067
2606903	Iguaracy	PE	89715
2607000	Inajá	PE	167131
2607109	Ingazeira	PE	36207
2607208	Ipojuca	PE	11570549
2607307	Ipubi	PE	293121
2607406	Itacuruba	PE	55404
2607505	Itaíba	PE	215492
2607604	Ilha de Itamaracá	PE	249444
2607653	Itambé	PE	426164
2607703	Itapetim	PE	109357
2607752	Itapissuma	PE	1563045
2607802	Itaquitinga	PE	132513
